   0.00000   0.00000   0.04092   0.23188  -0.19916
   0.00000   0.00000   0.03819   0.23461  -0.18929
   0.00000   0.00000   0.03546   0.23733  -0.17999
   0.00000   0.00000   0.03274   0.24006  -0.17127
   0.00000   0.00000   0.03001   0.24279  -0.16316
   0.00000   0.00000   0.02728   0.24552  -0.15561
   0.00000   0.00000   0.02455   0.24825  -0.14873
   0.00000   0.00000   0.02182   0.25097  -0.14247
   0.00000   0.00000   0.01910   0.25370  -0.13679
   0.00000   0.00000   0.01637   0.25643  -0.13160
   0.00000   0.00000   0.01364   0.25916  -0.12637
   0.00000   0.00000   0.01091   0.26188  -0.11815
   0.00000   0.00000   0.00818   0.26461  -0.09653
   0.00000   0.00000   0.00546   0.26734  -0.06653
   0.00000   0.00000   0.00273   0.27007  -0.03483
   0.00000   0.00000   0.00000   0.27280  -0.00580
   0.00000   0.00000   0.00273   0.27552  -0.03483
   0.00000   0.00000   0.00546   0.27825  -0.06653
   0.00000   0.00000   0.00818   0.28098  -0.09653
   0.00000   0.00000   0.01091   0.28371  -0.11815
   0.00000   0.00000   0.01364   0.28644  -0.12637
   0.00000   0.00000   0.01637   0.28916  -0.13160
   0.00000   0.00000   0.01910   0.29189  -0.13679
   0.00000   0.00000   0.02182   0.29462  -0.14247
   0.00000   0.00000   0.02455   0.29735  -0.14873
   0.00000   0.00000   0.02728   0.30008  -0.15561
   0.00000   0.00000   0.03001   0.30280  -0.16316
   0.00000   0.00000   0.03274   0.30553  -0.17127
   0.00000   0.00000   0.03546   0.30826  -0.17999
   0.00000   0.00000   0.03819   0.31099  -0.18929
   0.00000   0.00000   0.04092   0.31372  -0.19916
