 6.503990e-01 6.451940e-01 6.322790e-01 6.155940e-01 5.971590e-01 5.784380e-01
 5.597790e-01 5.415260e-01 5.235680e-01 5.068680e-01 4.911800e-01 5.008430e-01
 5.176320e-01 5.350990e-01 5.532930e-01 5.719860e-01 5.739250e-01 5.742760e-01
 5.742760e-01 5.739250e-01 5.719860e-01 5.532930e-01 5.350990e-01 5.176320e-01
 5.008430e-01 4.911800e-01 5.068680e-01 5.235680e-01 5.415260e-01 5.597790e-01
 5.784380e-01 5.971590e-01 6.155940e-01 6.322790e-01 6.451940e-01 6.503990e-01
 6.451940e-01 6.362040e-01 6.230800e-01 6.079050e-01 5.911930e-01 5.738890e-01
 5.563170e-01 5.386170e-01 5.216780e-01 5.054010e-01 4.904130e-01 5.023840e-01
 5.183650e-01 5.346400e-01 5.502650e-01 5.619360e-01 5.668160e-01 5.683280e-01
 5.683280e-01 5.668160e-01 5.619360e-01 5.502650e-01 5.346400e-01 5.183650e-01
 5.023840e-01 4.904130e-01 5.054010e-01 5.216780e-01 5.386170e-01 5.563170e-01
 5.738890e-01 5.911930e-01 6.079050e-01 6.230800e-01 6.362040e-01 6.451940e-01
 6.322790e-01 6.230800e-01 6.096760e-01 5.949770e-01 5.793380e-01 5.634330e-01
 5.472590e-01 5.314390e-01 5.158210e-01 5.013030e-01 4.954070e-01 5.075990e-01
 5.211180e-01 5.340510e-01 5.447890e-01 5.519210e-01 5.557130e-01 5.573190e-01
 5.573190e-01 5.557130e-01 5.519210e-01 5.447890e-01 5.340510e-01 5.211180e-01
 5.075990e-01 4.954070e-01 5.013030e-01 5.158210e-01 5.314390e-01 5.472590e-01
 5.634330e-01 5.793380e-01 5.949770e-01 6.096760e-01 6.230800e-01 6.322790e-01
 6.155940e-01 6.079050e-01 5.949770e-01 5.807280e-01 5.654120e-01 5.502570e-01
 5.355040e-01 5.211610e-01 5.078570e-01 4.996570e-01 5.060340e-01 5.167100e-01
 5.268220e-01 5.350000e-01 5.405550e-01 5.438200e-01 5.457250e-01 5.465360e-01
 5.465360e-01 5.457250e-01 5.438200e-01 5.405550e-01 5.350000e-01 5.268220e-01
 5.167100e-01 5.060340e-01 4.996570e-01 5.078570e-01 5.211610e-01 5.355040e-01
 5.502570e-01 5.654120e-01 5.807280e-01 5.949770e-01 6.079050e-01 6.155940e-01
 5.971590e-01 5.911930e-01 5.793380e-01 5.654120e-01 5.508830e-01 5.365220e-01
 5.224640e-01 5.095210e-01 5.023400e-01 5.092750e-01 5.196940e-01 5.290970e-01
 5.356090e-01 5.385400e-01 5.391540e-01 5.388300e-01 5.384030e-01 5.381000e-01
 5.381000e-01 5.384030e-01 5.388300e-01 5.391540e-01 5.385400e-01 5.356090e-01
 5.290970e-01 5.196940e-01 5.092750e-01 5.023400e-01 5.095210e-01 5.224640e-01
 5.365220e-01 5.508830e-01 5.654120e-01 5.793380e-01 5.911930e-01 5.971590e-01
 5.784380e-01 5.738890e-01 5.634330e-01 5.502570e-01 5.365220e-01 5.224710e-01
 5.087420e-01 5.006150e-01 5.112460e-01 5.237920e-01 5.353420e-01 5.417900e-01
 5.399290e-01 5.389720e-01 5.386030e-01 5.374020e-01 5.345880e-01 5.330790e-01
 5.330790e-01 5.345880e-01 5.374020e-01 5.386030e-01 5.389720e-01 5.399290e-01
 5.417900e-01 5.353420e-01 5.237920e-01 5.112460e-01 5.006150e-01 5.087420e-01
 5.224710e-01 5.365220e-01 5.502570e-01 5.634330e-01 5.738890e-01 5.784380e-01
