0.00000   0.00000   0.27280   0.00000  -1.44640
   0.00000   0.00000   0.27007   0.00273  -1.44021
   0.00000   0.00000   0.26734   0.00546  -1.43348
   0.00000   0.00000   0.26461   0.00818  -1.42631
   0.00000   0.00000   0.26188   0.01091  -1.41861
   0.00000   0.00000   0.25916   0.01364  -1.41045
   0.00000   0.00000   0.25643   0.01637  -1.40185
   0.00000   0.00000   0.25370   0.01910  -1.39283
   0.00000   0.00000   0.25097   0.02182  -1.38341
   0.00000   0.00000   0.24825   0.02455  -1.37360
   0.00000   0.00000   0.24552   0.02728  -1.36341
   0.00000   0.00000   0.24279   0.03001  -1.35293
   0.00000   0.00000   0.24006   0.03274  -1.34203
   0.00000   0.00000   0.23733   0.03546  -1.33080
   0.00000   0.00000   0.23461   0.03819  -1.31924
   0.00000   0.00000   0.23188   0.04092  -1.30737
   0.00000   0.00000   0.22915   0.04365  -1.29521
   0.00000   0.00000   0.22642   0.04638  -1.28273
   0.00000   0.00000   0.22369   0.04910  -1.26995
   0.00000   0.00000   0.22097   0.05183  -1.25690
   0.00000   0.00000   0.21824   0.05456  -1.24357
   0.00000   0.00000   0.21551   0.05729  -1.22999
   0.00000   0.00000   0.21278   0.06002  -1.21614
   0.00000   0.00000   0.21005   0.06274  -1.20205
   0.00000   0.00000   0.20733   0.06547  -1.18757
   0.00000   0.00000   0.20460   0.06820  -1.17300
   0.00000   0.00000   0.20187   0.07093  -1.15820
   0.00000   0.00000   0.19914   0.07366  -1.14319
   0.00000   0.00000   0.19641   0.07638  -1.12795
   0.00000   0.00000   0.19369   0.07911  -1.11251
   0.00000   0.00000   0.19096   0.08184  -1.09686
   0.00000   0.00000   0.18823   0.08457  -1.08102
   0.00000   0.00000   0.18550   0.08729  -1.06499
   0.00000   0.00000   0.18277   0.09002  -1.04879
   0.00000   0.00000   0.18005   0.09275  -1.03241
   0.00000   0.00000   0.17732   0.09548  -1.01586
   0.00000   0.00000   0.17459   0.09821  -0.99913
   0.00000   0.00000   0.17186   0.10093  -0.98227
   0.00000   0.00000   0.16913   0.10366  -0.96528
   0.00000   0.00000   0.16641   0.10639  -0.94815
   0.00000   0.00000   0.16368   0.10912  -0.93083
   0.00000   0.00000   0.16095   0.11185  -0.91350
   0.00000   0.00000   0.15822   0.11457  -0.89601
   0.00000   0.00000   0.15549   0.11730  -0.87843
   0.00000   0.00000   0.15277   0.12003  -0.86074
   0.00000   0.00000   0.15004   0.12276  -0.84298
   0.00000   0.00000   0.14731   0.12549  -0.82514
   0.00000   0.00000   0.14458   0.12821  -0.80723
   0.00000   0.00000   0.14185   0.13094  -0.78927
   0.00000   0.00000   0.13913   0.13367  -0.77125
   0.00000   0.00000   0.13640   0.13640  -0.75320
   0.00000   0.00000   0.13367   0.13913  -0.73512
   0.00000   0.00000   0.13094   0.14185  -0.71702
   0.00000   0.00000   0.12821   0.14458  -0.69892
   0.00000   0.00000   0.12549   0.14731  -0.68081
   0.00000   0.00000   0.12276   0.15004  -0.66273
   0.00000   0.00000   0.12003   0.15277  -0.64470
   0.00000   0.00000   0.11730   0.15549  -0.62668
   0.00000   0.00000   0.11457   0.15822  -0.60871
