  -6.28318548      -8.64698788647278983086617747051121557E-0005
  -6.18318558       9.97826434565536887019131842012328991E-0002
  -6.08318567      0.198625463619112483414316811303227292      
  -5.98318577      0.295491631846966750047810307562355211      
  -5.88318586      0.389401531934286142004322600994068768      
  -5.78318596      0.479413088034457081520099469454860155      
  -5.68318605      0.564636325611455812900734239389637537      
  -5.58318615      0.644212583142751034906633346802678181      
  -5.48318624      0.717351025858906309340835379598572600      
  -5.38318634      0.783321365541015940416930575285450048      
  -5.28318644      0.841470083511452779631078433102760354      
  -5.18318653      0.891206140366057098808883589492280672      
  -5.08318663      0.932039449426848459833301370664908492      
  -4.98318672      0.963558657771991233364218213751487442      
  -4.88318682      0.985448913721200572680756865616371738      
  -4.78318691      0.997492237111821189975944583074961086      
  -4.68318701      0.999574378885974911262478271257361945      
  -4.58318710      0.991665663177355901043820987897817739      
  -4.48318720      0.973848435929256789864756006967440040      
  -4.38318729      0.946301176844141921624804321620864710      
  -4.28318739      0.909297712674050194505768528783897297      
  -4.18318748      0.863212068717884701709169893265061854      
  -4.08318758      0.808497965730179705028861118867784260      
  -3.98318768      0.745706964751490271948242141206158211      
  -3.88318777      0.675464777867326141262027112096238518      
  -3.78318787      0.598473758429481450564729470698399749      
  -3.68318796      0.515503477403458878099652615105049335      
  -3.58318806      0.427382180027963300435314685364391635      
  -3.48318815      0.334990871900790413463673121289958894      
  -3.38318825      0.239252075207695245974301386400165990      
  -3.28318834      0.141123237638398358597473018765414834      
  -3.18318844       4.15836908940965293357007518440987770E-0002
  -3.08318853      -5.83707209404998760795111775061368429E-0002
  -2.98318863     -0.157742331711868885255839525513065048      
  -2.88318872     -0.255537851604836680981638432448245119      
  -2.78318882     -0.350780138333387829473792878945930038      
  -2.68318892     -0.442517149493206662670267464409238542      
  -2.58318901     -0.529833097159642390553343379689967929      
  -2.48318911     -0.611854914649653558293859434248717137      
  -2.38318920     -0.687763316451015787938560452103447619      
  -2.28318930     -0.756799860930963962654892902783969352      
  -2.18318939     -0.818274788062481225983221520478279315      
  -2.08318949     -0.871573810795374250540542643532854192      
  -1.98318946     -0.916164253849405265164851092107323414      
  -1.88318944     -0.951600759896958375399010448014956184      
  -1.78318942     -0.977529224806242898096453153357026891      
  -1.68318939     -0.993690517892264562363600878893581992      
  -1.58318937     -0.999923220971909303235004932444328723      
  -1.48318934     -0.996164967524840242718134203263566681      
  -1.38318932     -0.982453359536552513064644346860491070      
  -1.28318930     -0.958925404962207179665161251900523083      
  -1.18318927     -0.925816175877480989757795108956426445      
  -1.08318925     -0.883456507737415193023628620029131712      
 -0.983189225     -0.832269615337074089554156825333731162      
 -0.883189201     -0.772766958132586984675351665911498200      
 -0.783189178     -0.705543073346668320949209441306473662      
 -0.683189154     -0.631269621346889967025050593984101109      
 -0.583189130     -0.550688734190854169352078823304145831      
 -0.483189136     -0.464605570057779743679487399251729226      
 -0.383189142     -0.373880221758562984813525850278969367      
 -0.283189148     -0.279419185925888240492829180280806548      
 -0.183189154     -0.182166286478594740891857210063095811      
  -8.31891522E-02  -8.30932345200325505805688547813872419E-0002
   1.68108493E-02   1.68100575161148907684430213969195686E-0002
  0.116810851      0.116545389029723765981653493595174810      
  0.216810852      0.215116237518114077171968860506352863      
  0.316810846      0.311537708396629262633973193901446675      
  0.416810840      0.404846398003292314872456306375777570      
  0.516810834      0.494109995913353496252883322059464836      
  0.616810858      0.578436634433626875234105905224870052      
  0.716810882      0.656983726991478483736890044511158414      
  0.816810906      0.728966445243779638102204527933624616      
  0.916810930      0.793665579362380830272117888681177613      
   1.01681089      0.850434620915906320935489691216902419      
   1.11681092      0.898706433578519851190666228018828387      
   1.21681094      0.937998676101643339015488039643076509      
   1.31681097      0.967918731943605411335464604751248779      
   1.41681099      0.988167690501419293533869231939463701      
   1.51681101      0.998543139174294668569799379186317275      
   1.61681104      0.998941443749825643735427233198211022      
   1.71681106      0.989358797874187906038461851013886111      
   1.81681108      0.969890722014570102479491293437179812      
   1.91681111      0.940731801371417841784045797809969875      
   2.01681113      0.902173409004012758239366804586670827      
   2.11681104      0.854600809110855546201136715015133058      
